Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Exception
2017/11/16, 02:25:21, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:25:32, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:25:41, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:25:52, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:26:02, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:26:11, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:26:20, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:26:29, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:26:38, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:26:47, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:26:57, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:27:05, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:27:14, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:27:24, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:27:33, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:27:43, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:27:52, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:28:02, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:28:12, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:28:22, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:28:31, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:28:40, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:28:51, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:29:00, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:29:10, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
2017/11/16, 02:29:20, 39.026421, -123.067223, 737.06,  0.00, 185, 0, 0.00, 
